participant_id,presentation_order,case_id,condition_id,stimulus_id,representation_condition,human_only_information_condition,ai_correctness_condition
DEMO0099,3,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0099,4,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0099,5,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0099,6,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0099,7,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0099,8,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0099,9,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0099,10,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0100,1,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0100,2,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0100,3,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0100,4,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0100,5,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0100,6,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0100,7,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0100,8,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0100,9,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0100,10,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0101,1,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0101,2,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0101,3,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0101,4,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0101,5,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0101,6,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0101,7,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0101,8,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0101,9,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0101,10,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0102,1,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0102,2,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0102,3,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0102,4,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0102,5,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0102,6,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0102,7,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0102,8,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0102,9,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0102,10,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0103,1,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0103,2,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0103,3,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0103,4,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0103,5,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0103,6,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0103,7,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0103,8,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0103,9,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0103,10,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0104,1,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
DEMO0104,2,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0104,3,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0104,4,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0104,5,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0104,6,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0104,7,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0104,8,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0104,9,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0104,10,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0105,1,MSOD10,C2,MSOD10_C2,low_qc_candidate,absent,incorrect
DEMO0105,2,MSOD03,C3,MSOD03_C3,low_qc_candidate,present,correct
DEMO0105,3,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0105,4,MSOD02,C2,MSOD02_C2,low_qc_candidate,absent,incorrect
DEMO0105,5,MSOD06,C6,MSOD06_C6,high_qc_candidate,absent,incorrect
DEMO0105,6,MSOD09,C1,MSOD09_C1,low_qc_candidate,absent,correct
DEMO0105,7,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0105,8,MSOD05,C5,MSOD05_C5,high_qc_candidate,absent,correct
DEMO0105,9,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0105,10,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0106,1,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0106,2,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0106,3,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0106,4,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0106,5,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0106,6,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
DEMO0106,7,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0106,8,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0106,9,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0106,10,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0107,1,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0107,2,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0107,3,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0107,4,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0107,5,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0107,6,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0107,7,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
DEMO0107,8,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0107,9,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0107,10,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0108,1,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0108,2,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0108,3,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0108,4,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0108,5,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0108,6,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0108,7,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0108,8,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0108,9,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0108,10,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0109,1,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0109,2,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0109,3,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0109,4,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0109,5,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0109,6,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0109,7,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0109,8,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0109,9,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0109,10,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0110,1,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0110,2,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0110,3,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0110,4,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0110,5,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0110,6,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0110,7,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0110,8,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0110,9,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0110,10,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0111,1,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0111,2,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0111,3,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0111,4,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0111,5,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0111,6,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0111,7,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0111,8,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0111,9,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0111,10,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0112,1,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0112,2,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0112,3,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0112,4,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0112,5,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
DEMO0112,6,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0112,7,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0112,8,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0112,9,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0112,10,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0113,1,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0113,2,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0113,3,MSOD09,C1,MSOD09_C1,low_qc_candidate,absent,correct
DEMO0113,4,MSOD10,C2,MSOD10_C2,low_qc_candidate,absent,incorrect
DEMO0113,5,MSOD05,C5,MSOD05_C5,high_qc_candidate,absent,correct
DEMO0113,6,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0113,7,MSOD03,C3,MSOD03_C3,low_qc_candidate,present,correct
DEMO0113,8,MSOD06,C6,MSOD06_C6,high_qc_candidate,absent,incorrect
DEMO0113,9,MSOD02,C2,MSOD02_C2,low_qc_candidate,absent,incorrect
DEMO0113,10,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0114,1,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0114,2,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0114,3,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0114,4,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
DEMO0114,5,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0114,6,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0114,7,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0114,8,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0114,9,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0114,10,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0115,1,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0115,2,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0115,3,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0115,4,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0115,5,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0115,6,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
DEMO0115,7,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0115,8,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0115,9,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0115,10,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0116,1,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0116,2,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0116,3,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0116,4,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0116,5,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0116,6,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0116,7,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0116,8,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0116,9,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0116,10,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0117,1,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0117,2,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0117,3,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0117,4,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0117,5,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0117,6,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0117,7,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0117,8,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0117,9,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0117,10,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0118,1,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0118,2,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0118,3,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0118,4,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0118,5,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0118,6,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0118,7,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0118,8,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0118,9,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0118,10,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0119,1,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0119,2,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0119,3,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0119,4,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0119,5,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0119,6,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0119,7,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0119,8,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0119,9,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0119,10,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0120,1,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0120,2,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0120,3,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0120,4,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0120,5,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0120,6,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0120,7,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0120,8,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0120,9,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0120,10,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
